Rank | Key Guess (hex) | Score(RSS_over_POI)
---- | --------------- | -------------------
  1 | 0x98           | 2.35140415e-01
  2 | 0x62           | 2.08163672e-01
  3 | 0x4b           | 1.98793558e-01
  4 | 0x13           | 1.85045437e-01
  5 | 0x8a           | 1.65287328e-01
  6 | 0x11           | 1.63848753e-01
  7 | 0x49           | 1.56263414e-01
  8 | 0xa4           | 1.55485169e-01
  9 | 0x07           | 1.47813988e-01
 10 | 0xa0           | 1.43853651e-01
 11 | 0xca           | 1.38284633e-01
 12 | 0x52           | 1.37596755e-01
 13 | 0x3b           | 1.36579486e-01
 14 | 0xf7           | 1.36568884e-01
 15 | 0x06           | 1.36343934e-01
 16 | 0x70           | 1.31798534e-01
 17 | 0x77           | 1.31269141e-01
 18 | 0xa7           | 1.28769308e-01
 19 | 0x7d           | 1.28414943e-01
 20 | 0xd8           | 1.28107531e-01
 21 | 0xb2           | 1.23305567e-01
 22 | 0xd7           | 1.23047027e-01
 23 | 0x5e           | 1.22053208e-01
 24 | 0x3c           | 1.21987605e-01
 25 | 0x91           | 1.20687581e-01
 26 | 0x3e           | 1.20280956e-01
 27 | 0x0d           | 1.19078009e-01
 28 | 0x36           | 1.18038067e-01
 29 | 0x82           | 1.17057513e-01
 30 | 0x0f           | 1.16418832e-01
 31 | 0x4a           | 1.15454211e-01
 32 | 0x17           | 1.15023514e-01
 33 | 0xdb           | 1.14968832e-01
 34 | 0xc0           | 1.14767161e-01
 35 | 0xb3           | 1.13905563e-01
 36 | 0xa1           | 1.12971702e-01
 37 | 0x8b           | 1.11401821e-01
 38 | 0x67           | 1.11116533e-01
 39 | 0xfb           | 1.10028529e-01
 40 | 0x12           | 1.07605089e-01
 41 | 0xd6           | 1.07343131e-01
 42 | 0x7e           | 1.06757968e-01
 43 | 0x24           | 1.06379804e-01
 44 | 0xd4           | 1.06182531e-01
 45 | 0x16           | 1.05629777e-01
 46 | 0xe0           | 1.05456652e-01
 47 | 0xfc           | 1.04942740e-01
 48 | 0x3a           | 1.04162752e-01
 49 | 0x01           | 1.02502915e-01
 50 | 0x65           | 1.02457564e-01
 51 | 0xc1           | 1.02066673e-01
 52 | 0xe6           | 1.01807896e-01
 53 | 0x2e           | 1.00920201e-01
 54 | 0x5c           | 1.00072057e-01
 55 | 0x37           | 9.99458727e-02
 56 | 0x31           | 9.97823419e-02
 57 | 0x1e           | 9.95243285e-02
 58 | 0x5b           | 9.95110273e-02
 59 | 0xcb           | 9.88619057e-02
 60 | 0x32           | 9.86798631e-02
 61 | 0x59           | 9.82782409e-02
 62 | 0xc9           | 9.80699521e-02
 63 | 0xb9           | 9.73659335e-02
 64 | 0x47           | 9.69997155e-02
 65 | 0x09           | 9.60648110e-02
 66 | 0xe2           | 9.60208502e-02
 67 | 0xa8           | 9.56161416e-02
 68 | 0x29           | 9.48444349e-02
 69 | 0x28           | 9.43352088e-02
 70 | 0xde           | 9.41271898e-02
 71 | 0xda           | 9.38014384e-02
 72 | 0xf4           | 9.37886335e-02
 73 | 0x7c           | 9.30400979e-02
 74 | 0x8c           | 9.24554788e-02
 75 | 0xbd           | 9.21696270e-02
 76 | 0x05           | 9.09703021e-02
 77 | 0xf3           | 9.04742410e-02
 78 | 0x87           | 8.95784764e-02
 79 | 0x00           | 8.94474420e-02
 80 | 0x40           | 8.92954623e-02
 81 | 0x7a           | 8.92636495e-02
 82 | 0x97           | 8.88163807e-02
 83 | 0x71           | 8.85770241e-02
 84 | 0x7f           | 8.79534691e-02
 85 | 0xe8           | 8.74277482e-02
 86 | 0xcf           | 8.72956834e-02
 87 | 0x9a           | 8.70159086e-02
 88 | 0x1b           | 8.68645108e-02
 89 | 0xaf           | 8.67902327e-02
 90 | 0x26           | 8.67815231e-02
 91 | 0x54           | 8.59592718e-02
 92 | 0x34           | 8.40153673e-02
 93 | 0xae           | 8.31862085e-02
 94 | 0xb5           | 8.27616697e-02
 95 | 0x15           | 8.26852379e-02
 96 | 0x57           | 8.23928303e-02
 97 | 0xbc           | 8.22889771e-02
 98 | 0xdd           | 8.21113729e-02
 99 | 0x61           | 8.20602054e-02
100 | 0xea           | 8.20310096e-02
101 | 0x0e           | 8.16028026e-02
102 | 0x83           | 8.15983036e-02
103 | 0x90           | 8.15384660e-02
104 | 0x45           | 8.14565221e-02
105 | 0x6c           | 8.08197460e-02
106 | 0x22           | 8.06975834e-02
107 | 0x4f           | 8.03806064e-02
108 | 0x6e           | 8.03264591e-02
109 | 0x92           | 8.01990962e-02
110 | 0x3d           | 7.98611922e-02
111 | 0x46           | 7.97977443e-02
112 | 0x33           | 7.86757289e-02
113 | 0x4e           | 7.80009488e-02
114 | 0x9c           | 7.71505821e-02
115 | 0x0b           | 7.66705983e-02
116 | 0x63           | 7.63172156e-02
117 | 0xc4           | 7.60624052e-02
118 | 0xfe           | 7.59605628e-02
119 | 0x55           | 7.59131392e-02
120 | 0x1c           | 7.55260825e-02
121 | 0x84           | 7.47345261e-02
122 | 0x80           | 7.41487224e-02
123 | 0x39           | 7.40796317e-02
124 | 0xb7           | 7.36134503e-02
125 | 0xee           | 7.31513187e-02
126 | 0xff           | 7.24876663e-02
127 | 0x1d           | 7.24285659e-02
128 | 0xcd           | 7.23386104e-02
129 | 0x6b           | 7.23117656e-02
130 | 0x8e           | 7.17045659e-02
