Rank | Key Guess (Hex) | Correlation
--------------------------------------
  1 |    0xA8       | 0.209833
  2 |    0x67       | 0.090264
  3 |    0x63       | 0.072638
  4 |    0x8D       | 0.071733
  5 |    0x14       | 0.070041
  6 |    0xDC       | 0.065556
  7 |    0x9C       | 0.063131
  8 |    0x26       | 0.061264
  9 |    0x23       | 0.059582
 10 |    0x77       | 0.057907
 11 |    0x9D       | 0.057292
 12 |    0x70       | 0.055591
 13 |    0xD8       | 0.055030
 14 |    0x59       | 0.054808
 15 |    0x96       | 0.054140
 16 |    0x47       | 0.052998
 17 |    0xBC       | 0.052702
 18 |    0xFE       | 0.051238
 19 |    0x9E       | 0.050778
 20 |    0x8C       | 0.049676
 21 |    0x61       | 0.049000
 22 |    0x12       | 0.047727
 23 |    0xC8       | 0.047509
 24 |    0xFC       | 0.046693
 25 |    0xE7       | 0.046036
 26 |    0x40       | 0.044750
 27 |    0x7C       | 0.044729
 28 |    0x22       | 0.044724
 29 |    0x9F       | 0.044336
 30 |    0x73       | 0.044159
 31 |    0xC9       | 0.043826
 32 |    0x0E       | 0.043770
 33 |    0xFA       | 0.043728
 34 |    0x8A       | 0.043707
 35 |    0xDB       | 0.043191
 36 |    0x90       | 0.043177
 37 |    0x1C       | 0.043135
 38 |    0x0D       | 0.043028
 39 |    0x0B       | 0.042878
 40 |    0xC4       | 0.042551
 41 |    0x42       | 0.042396
 42 |    0xCB       | 0.042252
 43 |    0xB5       | 0.042038
 44 |    0x36       | 0.041975
 45 |    0xD5       | 0.041868
 46 |    0x88       | 0.041737
 47 |    0x79       | 0.041556
 48 |    0x9A       | 0.041431
 49 |    0xE1       | 0.041256
 50 |    0xF8       | 0.041087
 51 |    0x65       | 0.040998
 52 |    0x49       | 0.040967
 53 |    0x6B       | 0.040938
 54 |    0x8B       | 0.040746
 55 |    0x60       | 0.040702
 56 |    0xB8       | 0.039808
 57 |    0xFD       | 0.039543
 58 |    0x27       | 0.039196
 59 |    0x98       | 0.039034
 60 |    0x48       | 0.037723
 61 |    0xD1       | 0.037684
 62 |    0xB4       | 0.037424
 63 |    0x10       | 0.037406
 64 |    0xF5       | 0.037398
 65 |    0x55       | 0.037270
 66 |    0xC0       | 0.037233
 67 |    0x3F       | 0.037082
 68 |    0x16       | 0.037028
 69 |    0x81       | 0.036616
