Rank | Key Guess (Hex) | Correlation
--------------------------------------
  1 |    0xF9       | 0.224197
  2 |    0x74       | 0.071087
  3 |    0x67       | 0.067641
  4 |    0x66       | 0.067010
  5 |    0x9C       | 0.065695
  6 |    0x26       | 0.064186
  7 |    0x65       | 0.064068
  8 |    0x03       | 0.058318
  9 |    0x9E       | 0.055439
 10 |    0xBE       | 0.053646
 11 |    0xB8       | 0.052626
 12 |    0x98       | 0.052190
 13 |    0x62       | 0.051400
 14 |    0xE4       | 0.051271
 15 |    0x89       | 0.050865
 16 |    0x72       | 0.050379
 17 |    0xD8       | 0.049293
 18 |    0x8C       | 0.048644
 19 |    0x56       | 0.048411
 20 |    0xB9       | 0.048329
 21 |    0x18       | 0.048183
 22 |    0x64       | 0.047841
 23 |    0x22       | 0.047738
 24 |    0xAC       | 0.047354
 25 |    0x43       | 0.047181
 26 |    0x37       | 0.046423
 27 |    0x8A       | 0.046197
 28 |    0x71       | 0.045315
 29 |    0x78       | 0.045036
 30 |    0x33       | 0.044875
 31 |    0x45       | 0.044091
 32 |    0xDA       | 0.043974
 33 |    0xDD       | 0.043761
 34 |    0x90       | 0.043501
 35 |    0xBD       | 0.043394
 36 |    0xDB       | 0.043337
 37 |    0xB0       | 0.042982
 38 |    0xA5       | 0.042653
 39 |    0x3D       | 0.042599
 40 |    0x9D       | 0.042493
 41 |    0xAA       | 0.042066
 42 |    0x16       | 0.041672
 43 |    0x61       | 0.041294
 44 |    0x3E       | 0.041100
 45 |    0x68       | 0.041072
 46 |    0xE5       | 0.040966
 47 |    0xD4       | 0.040792
 48 |    0xBC       | 0.040689
 49 |    0x80       | 0.040688
 50 |    0xFF       | 0.040448
 51 |    0x8D       | 0.040114
 52 |    0x41       | 0.039978
 53 |    0x77       | 0.039913
 54 |    0x79       | 0.039655
 55 |    0xC9       | 0.039528
 56 |    0x85       | 0.039341
 57 |    0x29       | 0.039340
 58 |    0x13       | 0.039320
 59 |    0xC7       | 0.038910
 60 |    0xC8       | 0.038746
 61 |    0x5F       | 0.038653
 62 |    0xC0       | 0.038222
 63 |    0xEC       | 0.038220
 64 |    0x1C       | 0.038114
 65 |    0x82       | 0.038088
 66 |    0x05       | 0.038022
 67 |    0x70       | 0.037830
 68 |    0x6F       | 0.037795
 69 |    0x23       | 0.037143
 70 |    0xA2       | 0.036999
 71 |    0xD0       | 0.036868
 72 |    0x4E       | 0.036719
 73 |    0x6B       | 0.036663
 74 |    0xD1       | 0.036654
 75 |    0x39       | 0.036576
 76 |    0xAF       | 0.036467
 77 |    0x73       | 0.036120
 78 |    0x5C       | 0.036068
 79 |    0xF2       | 0.035672
 80 |    0xE7       | 0.035660
 81 |    0x47       | 0.035434
 82 |    0xCA       | 0.035305
 83 |    0x0C       | 0.035235
 84 |    0xB7       | 0.035232
 85 |    0xF3       | 0.035058
 86 |    0xDC       | 0.034892
 87 |    0x95       | 0.034873
 88 |    0x99       | 0.034856
 89 |    0xBA       | 0.034821
 90 |    0xF6       | 0.034749
 91 |    0x2B       | 0.034666
 92 |    0xCD       | 0.034533
 93 |    0xB6       | 0.034441
 94 |    0x36       | 0.034391
 95 |    0x9F       | 0.034304
 96 |    0xA3       | 0.033974
 97 |    0xAD       | 0.033943
 98 |    0x4D       | 0.033721
 99 |    0x2A       | 0.033636
100 |    0xE6       | 0.033338
101 |    0x02       | 0.033170
102 |    0x6A       | 0.033061
103 |    0x21       | 0.032903
104 |    0x48       | 0.032839
105 |    0x8F       | 0.032694
