Rank | Key Guess (Hex) | Correlation
--------------------------------------
  1 |    0x25       | 0.231601
  2 |    0x7E       | 0.072616
  3 |    0x9C       | 0.071833
  4 |    0x9E       | 0.067136
  5 |    0x65       | 0.060131
  6 |    0x06       | 0.057908
  7 |    0xB8       | 0.055139
  8 |    0x9B       | 0.054059
  9 |    0x14       | 0.053710
 10 |    0x61       | 0.053654
 11 |    0xDA       | 0.053196
 12 |    0x2E       | 0.052179
 13 |    0x47       | 0.051897
 14 |    0xCF       | 0.051418
 15 |    0xA8       | 0.050345
 16 |    0xDC       | 0.050327
 17 |    0x42       | 0.049226
 18 |    0xEB       | 0.048822
 19 |    0xD8       | 0.048610
 20 |    0x07       | 0.048522
 21 |    0x98       | 0.048232
 22 |    0x62       | 0.047825
 23 |    0x67       | 0.047201
 24 |    0x33       | 0.046647
 25 |    0xE1       | 0.046495
 26 |    0x9D       | 0.045972
 27 |    0x0E       | 0.045765
 28 |    0x17       | 0.044995
 29 |    0x87       | 0.044594
 30 |    0xCB       | 0.044544
 31 |    0xBB       | 0.044388
 32 |    0x11       | 0.044365
 33 |    0xCD       | 0.044268
 34 |    0x03       | 0.044176
 35 |    0xAD       | 0.043706
 36 |    0xCA       | 0.043660
 37 |    0x3D       | 0.043413
 38 |    0x4C       | 0.042909
 39 |    0xBC       | 0.042797
 40 |    0x74       | 0.042213
 41 |    0x45       | 0.042042
 42 |    0x63       | 0.041593
 43 |    0x72       | 0.041154
 44 |    0xF6       | 0.041088
 45 |    0x2A       | 0.041018
 46 |    0xDD       | 0.040836
 47 |    0x8C       | 0.040728
 48 |    0x92       | 0.040568
 49 |    0x1A       | 0.040294
 50 |    0x0F       | 0.040221
 51 |    0xAA       | 0.040180
 52 |    0x59       | 0.040043
 53 |    0x6B       | 0.039965
 54 |    0xE9       | 0.039961
 55 |    0xEC       | 0.039951
 56 |    0x83       | 0.039852
 57 |    0x23       | 0.039638
 58 |    0x6E       | 0.038758
 59 |    0x66       | 0.038337
 60 |    0x02       | 0.038188
 61 |    0x9A       | 0.037973
 62 |    0x4A       | 0.037733
 63 |    0x73       | 0.037733
 64 |    0x82       | 0.037622
 65 |    0x8F       | 0.037372
 66 |    0xD9       | 0.037273
 67 |    0x6D       | 0.037216
 68 |    0x77       | 0.037066
 69 |    0x76       | 0.036773
 70 |    0x94       | 0.036764
 71 |    0x5D       | 0.036649
 72 |    0x88       | 0.036636
 73 |    0x35       | 0.036569
 74 |    0xD5       | 0.036442
 75 |    0xA3       | 0.036102
 76 |    0x15       | 0.036059
 77 |    0xBE       | 0.035992
 78 |    0x50       | 0.035948
 79 |    0x20       | 0.035846
 80 |    0x69       | 0.035846
 81 |    0xF4       | 0.035774
 82 |    0x43       | 0.035689
 83 |    0x8D       | 0.035687
 84 |    0x30       | 0.035653
 85 |    0xD0       | 0.035624
 86 |    0x0C       | 0.035605
 87 |    0x99       | 0.035529
 88 |    0x3A       | 0.035226
 89 |    0xC0       | 0.035049
 90 |    0x79       | 0.034976
 91 |    0x9F       | 0.034929
 92 |    0x70       | 0.034875
