Rank | Key Guess (Hex) | Correlation
--------------------------------------
  1 |    0x89       | 0.231865
  2 |    0x23       | 0.068780
  3 |    0x63       | 0.068222
  4 |    0x72       | 0.067007
  5 |    0x9A       | 0.065885
  6 |    0x78       | 0.065099
  7 |    0xBC       | 0.062149
  8 |    0x39       | 0.061882
  9 |    0xC3       | 0.061818
 10 |    0x27       | 0.060037
 11 |    0x9E       | 0.059450
 12 |    0x9B       | 0.058404
 13 |    0x44       | 0.057758
 14 |    0x71       | 0.057633
 15 |    0x94       | 0.056996
 16 |    0x9F       | 0.056879
 17 |    0x92       | 0.049803
 18 |    0x56       | 0.049766
 19 |    0x7F       | 0.049729
 20 |    0xFE       | 0.048906
 21 |    0x3F       | 0.048375
 22 |    0xC7       | 0.048138
 23 |    0x98       | 0.047391
 24 |    0xA7       | 0.047337
 25 |    0xD2       | 0.047091
 26 |    0xD8       | 0.046880
 27 |    0x43       | 0.046721
 28 |    0xCC       | 0.046489
 29 |    0x88       | 0.046408
 30 |    0xDC       | 0.045838
 31 |    0x9C       | 0.045565
 32 |    0x97       | 0.045468
 33 |    0x6F       | 0.045038
 34 |    0xB8       | 0.043867
 35 |    0x57       | 0.043776
 36 |    0xDE       | 0.043451
 37 |    0xBE       | 0.043232
 38 |    0x4E       | 0.043086
 39 |    0xFC       | 0.042756
 40 |    0xD4       | 0.042713
 41 |    0xFF       | 0.042670
 42 |    0x13       | 0.042609
 43 |    0xAC       | 0.042556
 44 |    0x2B       | 0.042302
 45 |    0xCB       | 0.042146
 46 |    0xF7       | 0.041748
 47 |    0xBD       | 0.041565
 48 |    0xB9       | 0.041312
 49 |    0xE3       | 0.041063
 50 |    0x41       | 0.040967
 51 |    0x65       | 0.040767
 52 |    0x51       | 0.040433
 53 |    0x96       | 0.040165
 54 |    0x3E       | 0.040050
 55 |    0x55       | 0.040044
 56 |    0x3B       | 0.039704
 57 |    0xF5       | 0.039273
 58 |    0x02       | 0.039215
 59 |    0xAF       | 0.039095
 60 |    0xA3       | 0.038871
 61 |    0x42       | 0.038753
 62 |    0x83       | 0.038750
 63 |    0xDB       | 0.038672
 64 |    0x8C       | 0.038653
 65 |    0x93       | 0.038447
 66 |    0xAA       | 0.038440
 67 |    0x0F       | 0.038211
 68 |    0x58       | 0.038122
 69 |    0x64       | 0.038110
 70 |    0xE0       | 0.037983
 71 |    0x04       | 0.037822
 72 |    0xC9       | 0.037815
 73 |    0x7A       | 0.037802
 74 |    0xB1       | 0.037767
 75 |    0x46       | 0.037563
 76 |    0xDD       | 0.037506
 77 |    0x01       | 0.037356
 78 |    0x67       | 0.037283
 79 |    0xAE       | 0.037279
 80 |    0xF8       | 0.037103
 81 |    0x6A       | 0.037062
 82 |    0x66       | 0.036907
 83 |    0x2A       | 0.036738
 84 |    0x7E       | 0.036532
 85 |    0xE8       | 0.036421
 86 |    0x38       | 0.036340
 87 |    0x8B       | 0.036231
 88 |    0xA6       | 0.036037
 89 |    0x21       | 0.035980
 90 |    0x1F       | 0.035853
 91 |    0x14       | 0.035796
 92 |    0x11       | 0.035409
 93 |    0x34       | 0.035402
 94 |    0x28       | 0.035355
 95 |    0x0C       | 0.035151
 96 |    0x15       | 0.035014
 97 |    0xEE       | 0.035012
 98 |    0xB2       | 0.035010
 99 |    0x87       | 0.034860
100 |    0x32       | 0.034809
101 |    0x26       | 0.034794
102 |    0x70       | 0.034760
103 |    0xA4       | 0.034466
104 |    0x0D       | 0.034397
105 |    0x82       | 0.034342
106 |    0xF4       | 0.034309
107 |    0x03       | 0.034306
108 |    0xD6       | 0.034235
109 |    0x3C       | 0.034165
110 |    0x4C       | 0.034087
111 |    0xA9       | 0.034026
112 |    0x54       | 0.033786
113 |    0x75       | 0.033738
114 |    0xF9       | 0.033683
115 |    0x5B       | 0.033329
116 |    0x7C       | 0.033218
117 |    0x12       | 0.033068
118 |    0x45       | 0.032932
119 |    0x17       | 0.032820
120 |    0x20       | 0.032749
121 |    0x16       | 0.032586
122 |    0x84       | 0.032534
123 |    0x59       | 0.032514
124 |    0x9D       | 0.032354
125 |    0x25       | 0.032098
126 |    0x4B       | 0.032010
127 |    0xE4       | 0.031773
128 |    0x35       | 0.031721
129 |    0x6B       | 0.031478
130 |    0x76       | 0.031241
131 |    0x24       | 0.031143
132 |    0x2F       | 0.031114
133 |    0xF1       | 0.031108
134 |    0x85       | 0.031036
135 |    0xE7       | 0.030935
136 |    0xE2       | 0.030916
137 |    0x10       | 0.030878
138 |    0xEF       | 0.030761
139 |    0xB0       | 0.030458
140 |    0x99       | 0.030439
141 |    0xDA       | 0.030438
142 |    0xC1       | 0.030424
143 |    0xA1       | 0.030397
144 |    0xEC       | 0.030375
145 |    0xD0       | 0.030303
146 |    0xB6       | 0.030032
147 |    0x62       | 0.029644
148 |    0xAB       | 0.029601
149 |    0xF3       | 0.029589
150 |    0x37       | 0.029438
151 |    0x8D       | 0.029405
152 |    0x80       | 0.029376
153 |    0xCE       | 0.029334
154 |    0x5A       | 0.029119
155 |    0x40       | 0.029057
156 |    0x48       | 0.029031
157 |    0x8F       | 0.028822
158 |    0x22       | 0.028670
159 |    0x7B       | 0.028561
160 |    0x3D       | 0.028515
161 |    0x33       | 0.028482
162 |    0xB3       | 0.028465
163 |    0x5F       | 0.028268
164 |    0xE1       | 0.028091
165 |    0x86       | 0.027973
166 |    0x52       | 0.027619
167 |    0xA5       | 0.027414
168 |    0xD3       | 0.027403
169 |    0xEB       | 0.027211
170 |    0xE6       | 0.027132
171 |    0xD5       | 0.027020
172 |    0xCA       | 0.026982
173 |    0xA2       | 0.026882
174 |    0x61       | 0.026724
175 |    0x0A       | 0.026317
176 |    0x08       | 0.026201
177 |    0x4D       | 0.026191
178 |    0xD9       | 0.026138
179 |    0x19       | 0.026132
180 |    0xF2       | 0.026078
181 |    0x79       | 0.026045
182 |    0xBA       | 0.026033
183 |    0x1C       | 0.025868
184 |    0x60       | 0.025738
185 |    0x5D       | 0.025663
186 |    0x07       | 0.025434
187 |    0x7D       | 0.025342
188 |    0x73       | 0.025288
189 |    0x8E       | 0.025276
190 |    0xE9       | 0.025241
191 |    0xD7       | 0.025033
192 |    0x49       | 0.024936
193 |    0xFD       | 0.024796
194 |    0xB4       | 0.024779
195 |    0xCF       | 0.024747
196 |    0x0B       | 0.024741
197 |    0x1A       | 0.024576
198 |    0xD1       | 0.024483
199 |    0xA0       | 0.024340
200 |    0x05       | 0.024330
201 |    0x6D       | 0.024270
202 |    0x36       | 0.024090
203 |    0x90       | 0.024004
204 |    0x1E       | 0.023844
205 |    0xC6       | 0.023686
206 |    0x18       | 0.023613
207 |    0x81       | 0.023508
208 |    0x53       | 0.023496
209 |    0xFB       | 0.023450
210 |    0xC5       | 0.023435
211 |    0x0E       | 0.023328
212 |    0xC8       | 0.023315
213 |    0x2E       | 0.023286
214 |    0x1D       | 0.023077
215 |    0xBB       | 0.022856
216 |    0x06       | 0.022767
217 |    0xAD       | 0.022639
218 |    0xF0       | 0.022482
219 |    0xEA       | 0.022364
220 |    0xDF       | 0.022349
221 |    0xCD       | 0.022271
222 |    0x4F       | 0.022255
223 |    0x3A       | 0.022242
224 |    0x6C       | 0.022119
225 |    0xF6       | 0.021753
226 |    0x74       | 0.021722
227 |    0xC2       | 0.021548
228 |    0xED       | 0.021349
229 |    0xA8       | 0.021291
230 |    0x47       | 0.021251
231 |    0x77       | 0.021186
232 |    0x29       | 0.020582
233 |    0x68       | 0.020558
234 |    0x4A       | 0.020460
235 |    0x09       | 0.020405
236 |    0xBF       | 0.020177
237 |    0x31       | 0.019997
238 |    0x1B       | 0.019815
239 |    0x5C       | 0.019280
240 |    0xC4       | 0.019247
241 |    0x6E       | 0.019232
242 |    0x2C       | 0.019152
243 |    0xC0       | 0.018655
244 |    0x50       | 0.018433
245 |    0x00       | 0.018422
246 |    0x95       | 0.018419
247 |    0xE5       | 0.018282
248 |    0x8A       | 0.017934
249 |    0xB5       | 0.017121
250 |    0x69       | 0.016900
251 |    0xFA       | 0.016765
252 |    0x91       | 0.016675
253 |    0x30       | 0.015827
254 |    0x2D       | 0.015812
255 |    0xB7       | 0.014992
256 |    0x5E       | 0.011085
