Rank | Key Guess (Hex) | Correlation
--------------------------------------
  1 |    0xA6       | 0.245928
  2 |    0x4C       | 0.082663
  3 |    0x2B       | 0.072979
  4 |    0x98       | 0.065756
  5 |    0xE8       | 0.063711
  6 |    0x37       | 0.062627
  7 |    0x8C       | 0.060989
  8 |    0x04       | 0.057077
  9 |    0x1A       | 0.056846
 10 |    0xDE       | 0.056566
 11 |    0x49       | 0.055341
 12 |    0xD6       | 0.054733
 13 |    0x9F       | 0.054503
 14 |    0x88       | 0.054356
 15 |    0xBC       | 0.053963
 16 |    0x79       | 0.053864
 17 |    0x66       | 0.053829
 18 |    0x47       | 0.052477
 19 |    0x6A       | 0.052081
 20 |    0xEC       | 0.051859
 21 |    0xF1       | 0.051486
 22 |    0x9C       | 0.050844
 23 |    0x27       | 0.050731
 24 |    0x36       | 0.050437
 25 |    0xC2       | 0.050319
 26 |    0xC9       | 0.050116
 27 |    0x57       | 0.050067
 28 |    0xA8       | 0.050026
 29 |    0x5F       | 0.049954
 30 |    0xDC       | 0.049687
 31 |    0xBD       | 0.049457
 32 |    0x23       | 0.049318
 33 |    0x60       | 0.049245
 34 |    0x85       | 0.048971
 35 |    0x42       | 0.048836
 36 |    0xCE       | 0.048582
 37 |    0x09       | 0.047834
 38 |    0xDD       | 0.047689
 39 |    0x73       | 0.047659
 40 |    0x65       | 0.047440
 41 |    0x67       | 0.046888
 42 |    0x61       | 0.046859
 43 |    0x9E       | 0.045549
 44 |    0x71       | 0.045189
 45 |    0x50       | 0.045133
 46 |    0x94       | 0.044858
 47 |    0x7D       | 0.044614
 48 |    0x02       | 0.044605
 49 |    0x76       | 0.044594
 50 |    0x96       | 0.044075
 51 |    0x97       | 0.043926
 52 |    0xFA       | 0.043835
 53 |    0x84       | 0.043752
 54 |    0x64       | 0.043740
 55 |    0x5A       | 0.043564
 56 |    0xD9       | 0.043563
 57 |    0x6D       | 0.043309
 58 |    0x43       | 0.043069
 59 |    0xD7       | 0.042773
 60 |    0x81       | 0.042763
 61 |    0xEA       | 0.042477
 62 |    0x03       | 0.042404
 63 |    0x8E       | 0.042031
 64 |    0xC7       | 0.041870
 65 |    0x63       | 0.041796
 66 |    0xCD       | 0.041762
 67 |    0xEE       | 0.041739
 68 |    0x2A       | 0.041687
 69 |    0x25       | 0.041595
 70 |    0x6B       | 0.041072
 71 |    0xBB       | 0.040915
 72 |    0x62       | 0.040722
 73 |    0xB4       | 0.040281
 74 |    0xA2       | 0.039958
 75 |    0x9D       | 0.039656
 76 |    0x8F       | 0.039562
 77 |    0xE6       | 0.039481
 78 |    0xF7       | 0.039021
 79 |    0x32       | 0.038984
